,bigram,count
7593,"('GotoLocation', 'can\n\n')",6
7594,"('GotoLocation', 'dustpan')",6
7595,"('GotoLocation', 'browse')",6
7596,"('GotoLocation', 'stays')",6
7597,"('GotoLocation', 'warn')",6
7598,"('GotoLocation', 'kick')",6
7599,"('PickupObject', 'filer')",6
7600,"('PickupObject', 'calculator')",6
7601,"('PutObject', 'filer')",6
7602,"('PutObject', 'calculator')",6
7603,"('PutObject', 'vent')",6
7604,"('PickupObject', 'engineering')",6
7605,"('PutObject', 'engineering')",6
7606,"('PickupObject', 'code')",6
7607,"('PutObject', 'code')",6
7608,"('PickupObject', 'all-way')",6
7609,"('PutObject', 'all-way')",6
7610,"('PickupObject', 'counter-top')",6
7611,"('PutObject', 'counter-top')",6
7612,"('PickupObject', 'fob.')",6
7613,"('PutObject', 'fob.')",6
7614,"('PickupObject', 'sill.')",6
7615,"('PutObject', 'sill.')",6
7616,"('PickupObject', 'cells')",6
7617,"('PutObject', 'cells')",6
7618,"('PutObject', 'blanket.')",6
7619,"('PickupObject', 'access')",6
7620,"('PutObject', 'access')",6
7621,"('PickupObject', 'faces')",6
7622,"('PickupObject', 'areas')",6
7623,"('PutObject', 'faces')",6
7624,"('PutObject', 'areas')",6
7625,"('PutObject', 'lock')",6
7626,"('PickupObject', '2nd')",6
7627,"('PutObject', '2nd')",6
7628,"('PickupObject', 'collecting')",6
7629,"('PutObject', 'collecting')",6
7630,"('PickupObject', 'hamper')",6
7631,"('PickupObject', 'twin')",6
7632,"('PutObject', 'twin')",6
7633,"('PutObject', 'stall.')",6
7634,"('GotoLocation', 'reached.')",6
7635,"('PutObject', 'bunch')",6
7636,"('SliceObject', 'adjust')",6
7637,"('PutObject', 'bean')",6
7638,"('PickupObject', ""controller's"")",6
7639,"('PutObject', ""controller's"")",6
7640,"('PickupObject', 'widths')",6
7641,"('PutObject', 'widths')",6
7642,"('PickupObject', 'sprayer.')",6
7643,"('PutObject', 'sprayer.')",6
7644,"('PickupObject', 'sprayers')",6
7645,"('PutObject', 'sprayers')",6
7646,"('PickupObject', 'sculptures')",6
7647,"('PutObject', 'sculptures')",6
7648,"('PickupObject', 'in-between')",6
7649,"('PutObject', 'in-between')",6
7650,"('GotoLocation', 'game')",6
7651,"('GotoLocation', 'knobs')",6
7652,"('GotoLocation', 'sunshine')",6
7653,"('GotoLocation', 'keruig')",6
7654,"('GotoLocation', 'dispensers.')",6
7655,"('HeatObject', 'glasses')",6
7656,"('GotoLocation', 'dish-drying')",6
7657,"('GotoLocation', 'font')",6
7658,"('GotoLocation', 'clice')",6
7659,"('GotoLocation', 'bladed')",6
7660,"('GotoLocation', 'what')",6
7661,"('GotoLocation', 'barstools')",6
7662,"('GotoLocation', 'barstool')",6
7663,"('PutObject', 'kiwi.')",6
7664,"('GotoLocation', 'both.')",6
7665,"('ToggleObject', 'ledge.')",5
7666,"('ToggleObject', 'adjust')",5
7667,"('ToggleObject', 'closer')",5
7668,"('ToggleObject', 'potted')",5
7669,"('PickupObject', 'pet')",5
7670,"('PickupObject', 'illumination')",5
7671,"('ToggleObject', 'illumination')",5
7672,"('ToggleObject', 'basketball.')",5
7673,"('ToggleObject', 'mat')",5
7674,"('PickupObject', 'ladder')",5
7675,"('ToggleObject', 'throw')",5
7676,"('PickupObject', 'observe')",5
7677,"('PickupObject', 'geometry')",5
7678,"('PickupObject', 'stands')",5
7679,"('ToggleObject', 'office')",5
7680,"('ToggleObject', 'fire')",5
7681,"('PickupObject', 'burgundy')",5
7682,"('ToggleObject', 'burgundy')",5
7683,"('ToggleObject', 'holder')",5
7684,"('ToggleObject', 'turned')",5
7685,"('PickupObject', 'ace')",5
7686,"('PickupObject', 'quickly')",5
7687,"('ToggleObject', 'stool.')",5
7688,"('ToggleObject', 'doors')",5
7689,"('ToggleObject', 'position')",5
7690,"('ToggleObject', 'low')",5
7691,"('ToggleObject', 'keep')",5
7692,"('ToggleObject', 'tissues.')",5
7693,"('ToggleObject', 'piano')",5
7694,"('PickupObject', 'so.')",5
7695,"('ToggleObject', 'seat.')",5
7696,"('ToggleObject', 'almost')",5
7697,"('ToggleObject', 'laptops.')",5
7698,"('ToggleObject', 'toy')",5
7699,"('PickupObject', 'lampshade')",5
7700,"('ToggleObject', 'lampshade')",5
7701,"('ToggleObject', 'even')",5
7702,"('PickupObject', 'pictures')",5
7703,"('GotoLocation', 'addition')",5
7704,"('GotoLocation', 'avoid')",5
7705,"('PickupObject', 'ten')",5
7706,"('PickupObject', 'you;')",5
7707,"('PickupObject', 'knocking')",5
7708,"('PickupObject', 'desks')",5
7709,"('PickupObject', 'remotes.')",5
7710,"('ToggleObject', 'orange')",5
7711,"('GotoLocation', 'figurine.')",5
7712,"('GotoLocation', 'height')",5
7713,"('ToggleObject', 'trophy.')",5
7714,"('ToggleObject', 'man')",5
7715,"('PickupObject', 'pallet.')",5
7716,"('PickupObject', 'nearly')",5
7717,"('PickupObject', 'ceramic')",5
7718,"('PickupObject', 'thing')",5
7719,"('PutObject', 'thing')",5
7720,"('SliceObject', 'thirds')",5
7721,"('PickupObject', 'nearby')",5
7722,"('PutObject', 'nearby')",5
7723,"('PutObject', 'upholstered')",5
7724,"('PickupObject', 'print')",5
7725,"('PutObject', 'print')",5
7726,"('PickupObject', 'design')",5
7727,"('PutObject', 'called')",5
7728,"('PickupObject', 'meet')",5
7729,"('PutObject', 'warmed.')",5
7730,"('GotoLocation', 'let.')",5
7731,"('GotoLocation', 'midpoint')",5
7732,"('GotoLocation', 'burning')",5
7733,"('GotoLocation', 'skinny')",5
7734,"('PickupObject', 'facing.')",5
7735,"('PickupObject', 'flowers')",5
7736,"('PutObject', 'flowers')",5
7737,"('GotoLocation', 'nd')",5
7738,"('PickupObject', 'land')",5
7739,"('PutObject', 'land')",5
7740,"('PickupObject', 'radiator.')",5
7741,"('PutObject', 'radiator.')",5
7742,"('PickupObject', 'bookshelves')",5
7743,"('GotoLocation', 'give')",5
7744,"('GotoLocation', 'row.')",5
7745,"('PickupObject', 'cubbies')",5
7746,"('PutObject', 'cubbies')",5
7747,"('PutObject', 'sink;')",5
7748,"('GotoLocation', 'tablecloth.')",5
7749,"('GotoLocation', 'car.')",5
7750,"('GotoLocation', 'milk')",5
7751,"('PickupObject', 'pitcher.')",5
7752,"('PutObject', 'pitcher.')",5
7753,"('GotoLocation', 'switch.')",5
7754,"('GotoLocation', 'cloths.')",5
7755,"('PutObject', 'hanger.')",5
7756,"('PickupObject', 'hanging.')",5
7757,"('PutObject', 'hanging.')",5
7758,"('GotoLocation', 'said')",5
7759,"('PickupObject', 'within')",5
7760,"('PutObject', 'started')",5
7761,"('GotoLocation', 'walls.')",5
7762,"('PickupObject', 'seats')",5
7763,"('GotoLocation', 'crack')",5
7764,"('PickupObject', 'footrest')",5
7765,"('PickupObject', 'left..')",5
7766,"('GotoLocation', 'as')",5
7767,"('PutObject', 'doorway.')",5
7768,"('PickupObject', 'map')",5
7769,"('PutObject', 'map')",5
7770,"('GotoLocation', 'aforementioned')",5
7771,"('GotoLocation', 'shefl')",5
7772,"('PickupObject', 'top;')",5
7773,"('PickupObject', 'left;')",5
7774,"('PickupObject', 'tiered')",5
7775,"('PutObject', 'tiered')",5
7776,"('PickupObject', 'cupboards.')",5
7777,"('PutObject', 'cupboards.')",5
7778,"('PickupObject', 'tissue.')",5
7779,"('PutObject', 'tissue.')",5
7780,"('PickupObject', 'turquoise')",5
7781,"('PutObject', 'turquoise')",5
7782,"('SliceObject', 'colored')",5
7783,"('SliceObject', 'sweet')",5
7784,"('PickupObject', 'outer')",5
7785,"('PutObject', 'outer')",5
7786,"('PickupObject', 'amount.')",5
7787,"('GotoLocation', 'soaps.')",5
7788,"('GotoLocation', 'cylinder.')",5
7789,"('GotoLocation', 'color')",5
7790,"('PutObject', 'man')",5
7791,"('PickupObject', 'roller')",5
7792,"('PutObject', 'roller')",5
7793,"('PutObject', 'attention')",5
7794,"('PickupObject', 'draining')",5
7795,"('PutObject', 'draining')",5
7796,"('GotoLocation', 'exit')",5
7797,"('GotoLocation', 'present')",5
7798,"('PickupObject', 'picture.')",5
7799,"('PickupObject', 'there..')",5
7800,"('SliceObject', 'pink')",5
7801,"('SliceObject', 'sauce')",5
7802,"('PickupObject', 'degrees.')",5
7803,"('PutObject', 'degrees.')",5
7804,"('SliceObject', 'stainless')",5
7805,"('SliceObject', 'sections')",5
7806,"('PickupObject', 'current')",5
7807,"('PutObject', 'current')",5
7808,"('PickupObject', 'stack.')",5
7809,"('PutObject', 'stack.')",5
7810,"('GotoLocation', 'fro')",5
7811,"('PutObject', 'meal.')",5
7812,"('PickupObject', 'backsplash.')",5
7813,"('PutObject', 'th')",5
7814,"('PickupObject', 'pack')",5
7815,"('PutObject', 'patrol')",5
7816,"('PutObject', 'pack')",5
7817,"('PutObject', 'overhead')",5
7818,"('PickupObject', 'objects.')",5
7819,"('PickupObject', '1.')",5
7820,"('PickupObject', 'goblet.')",5
7821,"('PutObject', 'plants')",5
7822,"('PutObject', 'table\n')",5
7823,"('PutObject', 'waking')",5
7824,"('PutObject', 'counter..')",5
7825,"('PickupObject', 'spoons.')",5
7826,"('PickupObject', 'coffeemaker.')",5
7827,"('PutObject', 'coffeemaker.')",5
7828,"('PickupObject', 're-position')",5
7829,"('PutObject', 're-position')",5
7830,"('GotoLocation', 'cabin')",5
7831,"('PickupObject', 'tiles')",5
7832,"('PutObject', 'tiles')",5
7833,"('SliceObject', 'bucket')",5
7834,"('GotoLocation', 'withe')",5
7835,"('PickupObject', 'room..')",5
7836,"('SliceObject', 'larger')",5
7837,"('SliceObject', 'ground')",5
7838,"('SliceObject', 'plates')",5
7839,"('SliceObject', 'thin')",5
7840,"('SliceObject', 'platter')",5
7841,"('SliceObject', 'tray.')",5
7842,"('PickupObject', 'have')",5
7843,"('PutObject', 'have')",5
7844,"('PickupObject', 'marker')",5
7845,"('GotoLocation', 'location.')",5
7846,"('PutObject', 'laundry')",5
7847,"('PickupObject', 'obtain')",5
7848,"('PutObject', 'obtain')",5
7849,"('SliceObject', 'picking')",5
7850,"('SliceObject', 'ends')",5
7851,"('SliceObject', 'lift')",5
7852,"('SliceObject', 'sinks')",5
7853,"('PickupObject', 'rotate')",5
7854,"('PickupObject', 'little.')",5
7855,"('PutObject', 'spatulas.')",5
7856,"('PickupObject', 'slowly')",5
7857,"('PutObject', 'slowly')",5
7858,"('PickupObject', 'cast')",5
7859,"('PickupObject', 'iron')",5
7860,"('PickupObject', 'wooded')",5
7861,"('PickupObject', 'that')",5
7862,"('PutObject', 'that')",5
7863,"('PutObject', 'walked')",5
7864,"('SliceObject', 'farthest')",5
7865,"('GotoLocation', 'reveal')",5
7866,"('SliceObject', 'pans')",5
7867,"('SliceObject', 'bronze')",5
7868,"('GotoLocation', 'pay')",5
7869,"('GotoLocation', 'fried')",5
7870,"('GotoLocation', 'eaten')",5
7871,"('PickupObject', 'later.')",5
7872,"('PickupObject', 'doors..')",5
7873,"('PutObject', 'doors..')",5
7874,"('SliceObject', 'inches')",5
7875,"('SliceObject', 'form')",5
7876,"('CleanObject', 'lotion.')",5
7877,"('CleanObject', 'keep')",5
7878,"('CleanObject', 'larger')",5
7879,"('CleanObject', 'raise')",5
7880,"('CleanObject', 'cooked')",5
7881,"('CleanObject', 'foot')",5
7882,"('SliceObject', 'washed.')",5
7883,"('CleanObject', 'stools')",5
7884,"('PutObject', 'peninsula.')",5
7885,"('CleanObject', 'cut.')",5
7886,"('PutObject', '\nput')",5
7887,"('PutObject', 'rinsed.')",5
7888,"('CleanObject', 'partially')",5
7889,"('SliceObject', 'cleaned')",5
7890,"('PickupObject', 'frosted')",5
7891,"('PutObject', 'frosted')",5
7892,"('CleanObject', 'mirror.')",5
7893,"('CleanObject', 'thin')",5
7894,"('CleanObject', 'loaves')",5
7895,"('PickupObject', 'football')",5
7896,"('PutObject', 'football')",5
7897,"('PickupObject', 'fills')",5
7898,"('CleanObject', 'fills')",5
7899,"('PickupObject', 'counters.')",5
7900,"('PutObject', 'washcloth.')",5
7901,"('CleanObject', 'steps.')",5
7902,"('CleanObject', 'dispenser.')",5
7903,"('CleanObject', 'towels.')",5
7904,"('CleanObject', 'rags.')",5
7905,"('CleanObject', 'slight')",5
7906,"('CleanObject', 'roll.')",5
7907,"('CleanObject', 'barred')",5
7908,"('CleanObject', 'bottles.')",5
7909,"('CleanObject', '4')",5
7910,"('CleanObject', 'dispenser')",5
7911,"('GotoLocation', 'urn')",5
7912,"('PickupObject', 'clean.')",5
7913,"('CleanObject', 'clean.')",5
7914,"('PutObject', 'clean.')",5
7915,"('CleanObject', 'napkin')",5
7916,"('PutObject', 'napkin')",5
7917,"('PutObject', 'handkerchief')",5
7918,"('CleanObject', 'tumbler')",5
7919,"('PickupObject', 'it..')",5
7920,"('CleanObject', 'book')",5
7921,"('PickupObject', 'toy.')",5
7922,"('PutObject', 'toy.')",5
7923,"('PickupObject', 'racks')",5
7924,"('CleanObject', 'pump')",5
7925,"('CleanObject', 'box.')",5
7926,"('PickupObject', ""tub's"")",5
7927,"('CleanObject', 'them.')",5
7928,"('PutObject', ""tub's"")",5
7929,"('CleanObject', 'desk.')",5
7930,"('PickupObject', '\ndrop')",5
7931,"('PutObject', '\ndrop')",5
7932,"('CleanObject', 'clockwise')",5
7933,"('CleanObject', 'hit')",5
7934,"('PutObject', 'briefly')",5
7935,"('CleanObject', 'resting')",5
7936,"('CleanObject', 'moment')",5
7937,"('CleanObject', 'vase')",5
7938,"('CleanObject', 'five')",5
7939,"('PickupObject', 'skin')",5
7940,"('CleanObject', 'originally')",5
7941,"('PickupObject', 'top-left')",5
7942,"('PutObject', 'top-left')",5
7943,"('CleanObject', 'point')",5
7944,"('CleanObject', 'coffee.')",5
7945,"('CleanObject', 'right-side')",5
7946,"('CleanObject', 'found')",5
7947,"('PutObject', 'freshly')",5
7948,"('SliceObject', 'advance')",5
7949,"('PickupObject', 'fall')",5
7950,"('CleanObject', 'fry')",5
7951,"('CleanObject', 'electric')",5
7952,"('PickupObject', 'fresh')",5
7953,"('PutObject', 'fresh')",5
7954,"('PickupObject', '\nplace')",5
7955,"('PutObject', '\nplace')",5
7956,"('PickupObject', 'peach')",5
7957,"('CleanObject', 'peach')",5
7958,"('SliceObject', 'backward')",5
7959,"('PickupObject', 'mugs.')",5
7960,"('CleanObject', '180')",5
7961,"('SliceObject', 'cart')",5
7962,"('PutObject', 'f')",5
7963,"('PickupObject', 'returning')",5
7964,"('PickupObject', 'amount')",5
7965,"('PutObject', 'strip')",5
7966,"('PickupObject', 'use.')",5
7967,"('PutObject', 'later')",5
7968,"('PutObject', 'use.')",5
7969,"('PutObject', 'afterwards')",5
7970,"('CoolObject', 'step.')",5
7971,"('CoolObject', 'knives')",5
7972,"('CoolObject', 'finally')",5
7973,"('CoolObject', 'previously')",5
7974,"('SliceObject', 'minutes')",5
7975,"('CoolObject', 'pointing')",5
7976,"('CoolObject', 'sections.')",5
7977,"('SliceObject', 'mill.')",5
7978,"('CoolObject', 'mill.')",5
7979,"('CoolObject', 'mill')",5
7980,"('PutObject', 'serve')",5
7981,"('CoolObject', 'in.')",5
7982,"('SliceObject', 'raise')",5
7983,"('CoolObject', 'clean')",5
7984,"('CoolObject', 'while')",5
7985,"('CoolObject', 'lay')",5
7986,"('CoolObject', 'the')",5
7987,"('CoolObject', 'sliced.')",5
7988,"('CoolObject', 'farthest')",5
7989,"('CoolObject', 'bucket')",5
7990,"('PickupObject', 'reopen')",5
7991,"('CoolObject', 'tray.')",5
7992,"('CoolObject', 'book')",5
7993,"('CoolObject', 'sinks')",5
7994,"('CoolObject', 'moving')",5
7995,"('CoolObject', 'dinner')",5
7996,"('SliceObject', 'toss')",5
7997,"('CoolObject', 'passed')",5
7998,"('SliceObject', 'warming')",5
7999,"('CoolObject', 'avocado')",5
8000,"('PickupObject', 'keurig.')",5
8001,"('PutObject', 'keurig.')",5
8002,"('CoolObject', 'chairs')",5
8003,"('PickupObject', 'loafs')",5
8004,"('PutObject', 'loafs')",5
8005,"('PickupObject', 'blender')",5
8006,"('CoolObject', 'blender')",5
8007,"('PutObject', 'blender')",5
8008,"('CoolObject', 'potted')",5
8009,"('CoolObject', 'hit')",5
8010,"('CoolObject', 'wastebasket')",5
8011,"('PickupObject', 're-close')",5
8012,"('PutObject', 're-close')",5
8013,"('CoolObject', 'alongside')",5
8014,"('SliceObject', 'vertically')",5
8015,"('PickupObject', 'bowls.')",5
8016,"('PutObject', 'bowls.')",5
8017,"('CoolObject', 'rest')",5
8018,"('SliceObject', 'tops')",5
8019,"('SliceObject', 'container.')",5
8020,"('CoolObject', 'larger')",5
8021,"('CoolObject', '\nturn')",5
8022,"('SliceObject', 'vase.')",5
8023,"('GotoLocation', 'dropped')",5
8024,"('PutObject', 'ready')",5
8025,"('PutObject', 'baking')",5
8026,"('PickupObject', 'under')",5
8027,"('PutObject', 'under')",5
8028,"('CoolObject', 'oval')",5
8029,"('CoolObject', 'dispenser')",5
8030,"('PickupObject', 'cookie')",5
8031,"('CoolObject', 'cookie')",5
8032,"('PutObject', 'cookie')",5
8033,"('SliceObject', 'at.')",5
8034,"('CoolObject', 'bench')",5
8035,"('SliceObject', 'trashcan')",5
8036,"('SliceObject', 'dispenser.')",5
8037,"('SliceObject', 'diagonal')",5
8038,"('HeatObject', 'containing')",5
8039,"('HeatObject', '7')",5
8040,"('HeatObject', 'followed')",5
8041,"('HeatObject', 'almost')",5
8042,"('HeatObject', 'sinks')",5
8043,"('HeatObject', 'wedge')",5
8044,"('HeatObject', 'sections.')",5
8045,"('HeatObject', 'chairs.')",5
8046,"('PickupObject', 'breakfast')",5
8047,"('PutObject', 'breakfast')",5
8048,"('HeatObject', 'stools.')",5
8049,"('HeatObject', 'bar')",5
8050,"('HeatObject', 'elevated')",5
8051,"('HeatObject', '1')",5
8052,"('PutObject', 'butterknife.')",5
8053,"('HeatObject', 'from.')",5
8054,"('HeatObject', 'pear.')",5
8055,"('HeatObject', 'keep')",5
8056,"('PickupObject', '1/3')",5
8057,"('PutObject', '1/3')",5
8058,"('HeatObject', 'resting')",5
8059,"('GotoLocation', 'quarters.')",5
8060,"('HeatObject', 'sinks.')",5
8061,"('PutObject', 'microwaving')",5
8062,"('PickupObject', 'cook.')",5
8063,"('PutObject', 'cook.')",5
8064,"('HeatObject', 'bag.')",5
8065,"('GotoLocation', 'thirty')",5
8066,"('PickupObject', 'blade.')",5
8067,"('HeatObject', 'getting')",5
8068,"('HeatObject', 'tiny')",5
8069,"('HeatObject', 'colored')",5
8070,"('GotoLocation', 'bread;')",5
8071,"('GotoLocation', '(not')",5
8072,"('GotoLocation', 'end-piece).')",5
8073,"('HeatObject', 'single')",5
8074,"('HeatObject', 'behind.')",5
8075,"('HeatObject', 'on;')",5
8076,"('HeatObject', 'alongside')",5
8077,"('HeatObject', 'tall')",5
8078,"('HeatObject', 'pepper.')",5
8079,"('HeatObject', 'looks')",5
8080,"('SliceObject', 'please.')",5
8081,"('PickupObject', 'normal')",5
8082,"('GotoLocation', 'wood.')",5
8083,"('GotoLocation', 'by')",5
8084,"('HeatObject', 'cupboards')",5
8085,"('GotoLocation', 'prior')",5
8086,"('HeatObject', 'dispenser.')",5
8087,"('HeatObject', 'ice')",5
8088,"('HeatObject', 'cream')",5
8089,"('HeatObject', 'dresser.')",5
8090,"('HeatObject', 'mirror.')",5
8091,"('HeatObject', 'roll.')",5
8092,"('HeatObject', 'drain')",5
8093,"('HeatObject', 'hall')",5
8094,"('HeatObject', 'tomatoes')",5
8095,"('PutObject', 'freeze')",5
8096,"('HeatObject', 'right-hand')",5
8097,"('HeatObject', 'was.')",5
8098,"('HeatObject', 'spout.')",5
8099,"('HeatObject', 'dog')",5
8100,"('HeatObject', 'bed')",5
8101,"('HeatObject', 'knives.')",5
8102,"('PickupObject', 'baked')",5
8103,"('PutObject', 'baked')",5
8104,"('HeatObject', 'smaller')",5
8105,"('HeatObject', 'whole')",5
8106,"('HeatObject', 'wood')",5
8107,"('GotoLocation', 'canisters')",5
8108,"('GotoLocation', 'aside')",5
8109,"('PutObject', 'solid')",5
8110,"('GotoLocation', 'left-front')",5
8111,"('GotoLocation', 'cooke')",5
8112,"('PutObject', 'hamper')",5
8113,"('PutObject', 'controls.')",5
8114,"('PickupObject', ""knife's"")",5
8115,"('PutObject', ""knife's"")",5
8116,"('PickupObject', ""potato's"")",5
8117,"('PutObject', ""potato's"")",5
8118,"('SliceObject', 'statue.')",5
8119,"('GotoLocation', 'power')",4
8120,"('PickupObject', 'package')",4
8121,"('ToggleObject', '180')",4
8122,"('ToggleObject', 'hit')",4
8123,"('ToggleObject', 'furthest')",4
8124,"('ToggleObject', 'reaching')",4
8125,"('ToggleObject', 'passing')",4
8126,"('ToggleObject', 'looking')",4
8127,"('PickupObject', 'weight')",4
8128,"('ToggleObject', 'pan')",4
8129,"('ToggleObject', 'base')",4
8130,"('ToggleObject', 'bunk')",4
8131,"('ToggleObject', 'upper')",4
8132,"('GotoLocation', 'learning"".')",4
8133,"('PickupObject', '""deep')",4
8134,"('GotoLocation', 'side-table.')",4
8135,"('GotoLocation', 'learning""')",4
8136,"('PickupObject', 'says')",4
8137,"('ToggleObject', 'lying')",4
8138,"('ToggleObject', 'pull')",4
8139,"('PickupObject', 'tiled')",4
8140,"('GotoLocation', 'sherlock')",4
8141,"('GotoLocation', 'holmes')",4
8142,"('GotoLocation', 'shelf;')",4
8143,"('PickupObject', 'sunlight')",4
8144,"('ToggleObject', 'folding')",4
8145,"('ToggleObject', 'farthest')",4
8146,"('GotoLocation', 'bright.')",4
8147,"('GotoLocation', 'rocking')",4
8148,"('PickupObject', 'pillar')",4
8149,"('ToggleObject', 'pillar')",4
8150,"('ToggleObject', 'shelving.')",4
8151,"('ToggleObject', 'board')",4
8152,"('PickupObject', 'flip')",4
8153,"('PickupObject', 'lampshade.')",4
8154,"('ToggleObject', 'lampshade.')",4
8155,"('ToggleObject', 'hall')",4
8156,"('ToggleObject', 'moving')",4
8157,"('GotoLocation', 'investigate')",4
8158,"('ToggleObject', 'bench.')",4
8159,"('ToggleObject', 'mirror.')",4
8160,"('ToggleObject', 'feet')",4
8161,"('ToggleObject', 'center.')",4
8162,"('ToggleObject', 'napkin')",4
8163,"('ToggleObject', 'recycling')",4
8164,"('ToggleObject', 'closet')",4
8165,"('PickupObject', 'vases.')",4
8166,"('GotoLocation', 'debit')",4
8167,"('GotoLocation', 'blinds')",4
8168,"('GotoLocation', 'office.')",4
8169,"('PickupObject', 'sight')",4
8170,"('ToggleObject', 'picture')",4
8171,"('ToggleObject', 'curtains')",4
8172,"('ToggleObject', 'furniture')",4
8173,"('GotoLocation', 'footstool')",4
8174,"('GotoLocation', 'this.')",4
8175,"('GotoLocation', 'button')",4
8176,"('GotoLocation', 'heater')",4
8177,"('PickupObject', 'rolled')",4
8178,"('PickupObject', 'reached')",4
8179,"('ToggleObject', 'there.')",4
8180,"('PickupObject', 'thenturn')",4
8181,"('ToggleObject', 'enter')",4
8182,"('GotoLocation', 'lights')",4
8183,"('GotoLocation', 'pattern')",4
8184,"('GotoLocation', 'mouse')",4
8185,"('PickupObject', 'entrance')",4
8186,"('GotoLocation', 'sausage')",4
8187,"('PickupObject', 'coach')",4
8188,"('PickupObject', 'trophies')",4
8189,"('GotoLocation', 'wise.')",4
8190,"('PickupObject', 'decorative')",4
8191,"('PickupObject', ""laptop's"")",4
8192,"('PickupObject', 't.v.')",4
8193,"('GotoLocation', 'moe')",4
8194,"('GotoLocation', 'lunchbox')",4
8195,"('PickupObject', 'lunch')",4
8196,"('PutObject', 'lunch')",4
8197,"('PickupObject', 'armchairs')",4
8198,"('PickupObject', 'darker')",4
8199,"('PutObject', 'darker')",4
8200,"('GotoLocation', 'cushioned')",4
8201,"('GotoLocation', 'stripped')",4
8202,"('PutObject', 'meet')",4
8203,"('PutObject', 'largest')",4
8204,"('PutObject', 'stands')",4
8205,"('SliceObject', 'located.')",4
8206,"('PickupObject', 'rod')",4
8207,"('PickupObject', 'lefthand')",4
8208,"('PutObject', 'lefthand')",4
8209,"('GotoLocation', 'bath.')",4
8210,"('PickupObject', 're-approach')",4
8211,"('PutObject', 're-approach')",4
8212,"('PickupObject', 'swing')",4
8213,"('PutObject', 'swing')",4
8214,"('PutObject', 'polish.')",4
8215,"('PutObject', 'desks')",4
8216,"('GotoLocation', 'bunk-bed.')",4
8217,"('PutObject', 'facing.')",4
8218,"('GotoLocation', 'multicolored')",4
8219,"('PickupObject', 'goal')",4
8220,"('PutObject', 'goal')",4
8221,"('PutObject', 'ladder')",4
8222,"('GotoLocation', 'dock')",4
8223,"('GotoLocation', 'station')",4
8224,"('PickupObject', 'right;')",4
8225,"('PutObject', 'right;')",4
8226,"('PickupObject', 'cubby.')",4
8227,"('PutObject', 'cubby.')",4
8228,"('GotoLocation', 'started.')",4
8229,"('PickupObject', 'longer')",4
8230,"('PickupObject', ""tv's"")",4
8231,"('PickupObject', 'surrounded')",4
8232,"('PutObject', 'surrounded')",4
8233,"('PickupObject', 'candlestick.')",4
8234,"('PickupObject', 'glove.')",4
8235,"('PutObject', 'glove.')",4
8236,"('PutObject', 'within')",4
8237,"('PutObject', 'you;')",4
8238,"('PutObject', 'footrest')",4
8239,"('PutObject', 'top;')",4
8240,"('PutObject', 'left;')",4
8241,"('PickupObject', 'bolster')",4
8242,"('SliceObject', 'vegetable.')",4
8243,"('PickupObject', 'shadow.')",4
8244,"('PutObject', 'shadow.')",4
8245,"('GotoLocation', 'longest')",4
8246,"('PutObject', 'decoration')",4
8247,"('PutObject', 'downward')",4
8248,"('GotoLocation', 'topped')",4
8249,"('PickupObject', 'can..')",4
8250,"('PutObject', 'can..')",4
8251,"('PutObject', 'cistern')",4
8252,"('PutObject', 'examine')",4
8253,"('PickupObject', 'person')",4
8254,"('PutObject', 'person')",4
8255,"('PickupObject', 'aligned')",4
8256,"('PutObject', 'aligned')",4
8257,"('PickupObject', 'others')",4
8258,"('PutObject', 'others')",4
8259,"('PickupObject', 'mounted')",4
8260,"('PutObject', 'mounted')",4
8261,"('PickupObject', ""oven's"")",4
8262,"('PutObject', ""oven's"")",4
8263,"('SliceObject', 'empty')",4
8264,"('SliceObject', 'almost')",4
8265,"('GotoLocation', 'stalk')",4
8266,"('PickupObject', 'over.')",4
8267,"('PickupObject', 'buffet')",4
8268,"('PutObject', 'there..')",4
8269,"('SliceObject', 'cheese')",4
8270,"('SliceObject', 'stab')",4
8271,"('SliceObject', 'bigger')",4
8272,"('SliceObject', 'moved')",4
8273,"('SliceObject', 'bottom.')",4
8274,"('SliceObject', 'orange')",4
8275,"('GotoLocation', 'lifted')",4
8276,"('PickupObject', 'lifted')",4
8277,"('PutObject', 'lifted')",4
8278,"('GotoLocation', 'diswasher')",4
8279,"('PickupObject', 'counter\n')",4
8280,"('PutObject', 'counter\n')",4
8281,"('PickupObject', 'situated')",4
8282,"('PutObject', 'situated')",4
8283,"('PickupObject', 'exact')",4
8284,"('PutObject', 'backsplash.')",4
8285,"('PutObject', 'pictures')",4
8286,"('PickupObject', 'turn.')",4
8287,"('PickupObject', 'strange')",4
8288,"('PutObject', 'painting.')",4
8289,"('PutObject', 'opened')",4
8290,"('PutObject', '1.')",4
8291,"('PutObject', 'picture.')",4
8292,"('PickupObject', 'us')",4
8293,"('PutObject', 'us')",4
8294,"('PickupObject', 'above')",4
8295,"('PutObject', 'above')",4
8296,"('PutObject', ""range's"")",4
8297,"('PutObject', 'goblet.')",4
8298,"('PickupObject', 'r')",4
8299,"('PutObject', 'r')",4
8300,"('PickupObject', 'angular')",4
8301,"('PutObject', 'angular')",4
8302,"('PutObject', 'pallet.')",4
8303,"('PutObject', 'nearly')",4
